company,job_name,salary,city,work_year,education,job_description
万行科技研发部招聘,数据分析工程师,12k-24k,上海,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责用户信息的抓取，提供数据分析方法；</p>
<p>2、运用数据挖掘和机器学习方法和技术，深入挖掘和分析海量用户行为数据；</p>
<p>3、负责搭建、维护公司内部数据存储计算平台等基础设施，根据需求设计和实现底层通用性工具；</p>
<p>4、负责编写数据建模程序，从海量用户信息中挖掘用户基本属性特征和行为模式特点，为产品创新发展提供专业建议；</p>
<p>5、参与公司数据产品的研发工作。</p>
<p> </p>
<p>岗位要求：</p>
<p>1、 统计学、计算机、数学等相关专业，本科及以上学历，3年及以上数据分析工作经验；</p>
<p>2、 熟练使用SQL语言，有Mysql，Oracle，Hive，Impala等使用经验；</p>
<p>3、 熟悉数据统计分析方法，数据挖掘分类算法（决策树、回归、聚类、预测，文本挖掘等），有R语言、Python、Spark Mlib等至少一种数据挖掘语言或工具使用经验；</p>
<p>4、 对数据有较强的敏感性，热爱数据分析工作，具有较强的业务学习和理解能力，优秀的沟通和表达能力；</p>
<p>5、 具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先。</p>
        </div>"
滴滴出行信息安全部招聘,高级数据分析师-信息安全(...,25k-40k,北京,经验3-5年,本科及以上,"<div>
        岗位职责
<br>1. 从海量数据中，利用数据挖掘技术，挖出用户的偏好特征，行为规律，用户画像等；
<br>2. 准确挖掘高风险用户，以及识别各个场景下的异常行为。
<br>岗位要求：
<br>1. 熟练掌握sql，会一门脚本语言,如python/php/shell等；
<br>2. 在数据分析相关方面有2年以上的项目经验；
<br>3. 熟悉基本的统计分析方法以及常用算法；
<br>4. 思维开阔，有热情。
        </div>"
北京瑞天欣实数据科技有限公司数据分析部招聘,数据分析师 （SAS程序员）,8k-13k,北京,经验不限,硕士及以上,"<div>
        <p>数据分析师 （SAS程序员）</p>
<p><strong>岗位职责：</strong></p>
<p>为金融和政府行业客户开发数据分析解决方案，包括针对客户获取，信审决策，账户管理，拖欠催收等的评分系统和商业智能解决方案。</p>
<p>对于海量数据进行数据清理，分析和评估。</p>
<p>能够为客户开发数据分析方案，包括统计模型的建立，商业智能方案的开发，包括从设计，开发到实施的过程。</p>
<p>能够将分析结果用书面文字和口头的方法进行技术性和非技术性的人员进行顺畅的交流。</p>
<p>能够用有效的方法对于统计模型方案的实施进行核实和验证。</p>
<p>能够为销售和市场营销人员提供数据分析来帮助售前。</p>
<p>能对现有产品提供改进方案，并协助数据类和分析类新产品的开发。</p>
<p><strong>职位要求：</strong></p>
<p>至少一年的数据清理，评估，统计模型和分析经验，SAS和Unix系统操作经验。</p>
<p>学士以上学位，硕士以上更佳，统计，数学相关学科。</p>
<p>能够有效地执行分析类项目。</p>
<p>突出的口头交流和文字表达能力，能够将分析方法论和结果进行有效交流。</p>
<p>有效的组织，高度责任心，团队精神，和讲演能力。</p>

        </div>"
东方国信电信事业部招聘,数据分析/数据挖掘(需要出差）,15k-30k,北京,经验3-5年,本科及以上,"<div>
        <p><br></p>
<p>岗位职责</p>
<p><br></p>
<p>1.负责前期需求调研分析，并转化为详细具体的实施方案，完成与客户的交流和沟通；</p>
<p>2.基于业务理解，完成不同业务场景的数据分析和数据挖掘，并完成报告编写；<br></p>
<p>3.深入研究模型标准化、模型可视化、模型封装、模型管理等技术和实现；<br></p>
<p>4.跟进业界前沿的相关数据挖掘、机器学习技术，将其应用到项目中；<br></p>
<p><br></p>
<p><br></p>
<p><br></p>
<p>岗位要求</p>
<p><br></p>
<p>1.大学本科以上学历，计算机、应用数学、统计学等相关专业，硕士优先；</p>
<p>2.熟练使用SQL语言，有HIVE经验优先，有海量数据分析经验者优先；<br></p>
<p>3.熟悉常用数据挖掘算法，如决策树、聚类、逻辑回归、关联分析、SVM，神经网络等，有一年以上实际数据挖掘项目经验，有电信行业、工业大数据、公共安全领域等实际经验优先；<br></p>
<p>4.熟练使用至少一种数据挖掘工具SAS、SPSS等，熟悉了解至少一门脚本语言，如R、Python等；<br></p>
<p>5.能熟练使用Excel、PPT等Office办公软件完成专业数据分析报告；<br></p>
<p>6.对数据和业务敏感，具有较强的逻辑分析能力和系统思维能力，有创新和探索精神；<br></p>
<p>7.可以出差；<br></p>
        </div>"
汛芯运营部招聘,数据分析,4k-7k,广州,经验1-3年,本科及以上,"<div>
        <p>【工作内容】</p>
<p><br></p>
<p>1、监控业务流量等相关数据，为运营决策提供优化建议；</p>
<p><br></p>
<p>2、通过建立业务统计分析模型、用户画像为精准运营提供数据支持；</p>
<p><br></p>
<p>3、通过建立数据分析指标机制，监测数据的波动，并深入分析原因；</p>
<p><br></p>
<p>4、构建并优化数据指标体系和各项报表，对活动上线、内容更新、数据异常进行分析；</p>
<p><br></p>
<p><br></p>
<p><br></p>
<p>【任职要求】</p>
<p><br></p>
<p>1、本科学历，统计学等相关专业,精通Excel，熟悉sql；</p>
<p><br></p>
<p>2、有互联网运营数据分析相关工作经验优先；</p>
<p><br></p>
<p>3、数据敏感，善于沟通，自主能动性强。</p>

        </div>"
链家上海研发中心运营管理中心招聘,数据分析师/数据运营,7k-12k,上海,经验不限,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、数据分析及运营能力：具有数据处理，数据分析及挖掘能力，善于从数据发现问题并给出有效的解决方案；可以将工作中的成功经验提炼为解决方案，了解线上用户的生命周期管理，对提升用户的留存、活跃与转化有一定的经验；</p>
<p>2、业务能力 ：理解房地产行业业务逻辑； 熟悉链家线上线下的运营模式； 了解线下经纪人及门店的作业模式；</p>
<p>3、沟通协调能力及服务意识 ：通过沟通协调，调动线上线下资源的能动性。站在服务用户的视角，进行业务流程的优化及策略制定。</p>
<p><br></p>
<p>岗位要求：</p>
<p>1、全日制本科及以上学历，985、211院校毕业生优先；</p>
<p>2、具备优秀的数据敏感性，优秀的Excel和PPT功底，具备SQL取数，R语言技能优先；</p>
<p>3、具备较强的沟通表达能力、演讲能力；</p>
<p>4、具备优秀的项目管理能力。</p>

        </div>"
好未来产品部招聘,数据分析师（运营团队）,10k-18k,北京,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责运营、推广数据分析、挖掘，指导运营推广，推动产品改进； </p>
<p>2、负责及线下大型活动策划、执行，产品包装、推广（怎么玩你来决定）；</p>
<p><br></p>
<p>岗位要求：</p>
<p>1、做事干脆利索，嘁哩喀喳，不能墨迹；</p>
<p>2、满脑子的营销idea；</p>


        </div>"
乐信风险策略线招聘,高级数据分析工程师,18k-28k,深圳,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责消费金融风险指标体系和风险分析模型体系的规划和建设；</p>
<p>2、负责根据实际业务场景，对风险分析相应的算法模型进行设计和研发；</p>
<p>3、负责对接相关业务部门的分析挖掘需求，提供相关数据决策支持。</p>
<p>任职要求：</p>
<p>1、本科以上学历，数学、统计学、计量经济学等相关专业优先；</p>
<p>2、4年以上工作经验，具备较强的数据分析、数据挖掘、模型构建的能力；</p>
<p>3、精通SQL，至少掌握一门主流的数据分析软件，如SAS、Python，R等；</p>
<p>4、较强的责任感和owner意识，良好的沟通表达能力；</p>
<p>5、高效快速的执行力，能够承担一定的工作压力；</p>
<p>6、互联网金融、银行、支付行业相关数据分析工作经历者优先。</p>
        </div>"
斗鱼直播招聘,用户研究及数据分析师,8k-15k,武汉,经验1-3年,本科及以上,"<div>
        <p>工作职责：</p>
<p>1、基于产品、项目、公司现状，参与实施、推进与其相关的规划分析工作；</p>
<p>2、负责具体规划分析需求的沟通、方案设计、执行、跟进及结果输出，并有效推进分析结论的使用；</p>
<p>3、通过专业的分析能力，深入研究用户、数据、方案，为产品优化提供客观科学的支持或方向性指引；</p>
<p>4、将研究结论量化为可供产品与设计进行优化的具体实施方案，具备与产品经理、设计师合作的能力。</p>
<p>5、能从多种角度（用户、数据、产品、运营）去分析外部门新提案的合理性，对外部门需求进行跟进、给与合理意见，共同提升产品体验与效果。</p>
<p><br></p>
<p>以上分析工作的具体类型包含但不限于：用户研究、竞品分析、数据分析、产品分析、运营分析、具体方案输出、效果追踪等。</p>
<p><br></p>
<p>工作要求：</p>
<p>1、具有社会学、统计学、数学、心理学、人机工程学等相关专业本科以上学历；</p>
<p>2、能够熟练运用科学性分析工具和方法，包括但不限于：问卷、访谈、可用性测试、SPSS、竞品反推等等。</p>
<p>3、要求人员综合素质高、学习能力强、逻辑性强，会主动寻找解决方案；</p>
<p>4、主动性强，责任感强，主人翁意识强，有较强的洞察力和推进事务的能力。</p>
<p>5、良好的沟通、表达能力（包括口头和书面），积极乐观，待人真诚；</p>
<p>6、对互联网行业及移动互联网产品有强烈兴趣与实际项目经验（至少1年以上）；</p>
<p>7、最好对直播行业、游戏等泛娱乐领域有较强尤佳。</p>

        </div>"
美团点评美团平台及酒旅事业群招聘,数据分析师-景区,15k-30k,北京,经验5-10年,本科及以上,"<div>
        <p>工作职责：</p>
<p>1、负责美团景区门票业务的商业分析工作，为景区门票业务提供基于数据的策略输出，并推动策略落地，有效驱动供应链，用户端团队完成业务目标。</p>
<p>2、供给分析层面，进行行业研究、用户研究、竞对研究等，输出景区业务的市场定量分析，有效输出景区业务的拓展和经营策略，并定期复盘经营情况；</p>
<p>3、用户分析层面，建设有效的用户线上行为分析模型，指导运营团队和供应商完成对于C端购买效能的提升；</p>
<p>4、有针对性的对核心经营指标、异常数据进行监控分析；</p>
<p>5、根据业务经营目标及策略，设计符合业务导向的销售激励政策，并保证政策得到有效的上传下达。</p>
<p>岗位要求：</p>
<p>1、本科及以上学历，5年以上工作经验，2年以上管理工作经验，有电商\OTA\O2O\咨询行业背景优先；</p>
<p>2、商业敏感性高，分析和建模能力突出；</p>
<p>3、工作计划性强，考虑问题全面、认真细致，对工作结果交付有高度责任心；</p>
<p>4、学习力和洞察力突出，具备优秀的逻辑思维能力、表达能力、沟通协调能力，能够与各部门有效合作；</p>
<p>5、全面的统计与数学知识，熟练使用EXCEL，PPT，MySQL查询语言。</p>

        </div>"
滴滴出行信息安全部招聘,数据分析师-信息安全,20k-40k,北京,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、从海量数据中，利用数据挖掘技术，挖出用户的偏好特征，行为规律，用户画像等；</p>
<p>2、准确挖掘高风险用户，以及识别各个场景下的异常行为。    </p>
<p>任职资格：</p>
<p>1、熟练掌握sql，会一门脚本语言，如python/php/shell等；</p>
<p>2、在数据分析相关方面有2年以上的项目经验；</p>
<p>3、熟悉基本的统计分析方法以及常用算法；</p>
<p>4、思维开阔，有热情。    </p>

        </div>"
